filter,key,project,issuetype,status,customfield_58100,customfield_60501
preALP,2021-01-01,OSCMENT-14700,OneSCM Enterprise,Customer Defect,Reviewed,13.0,"OSCMENT-10445,OSCMENT-10447,OSCMENT-10449,OSCMENT-10452,OSCMENT-10569,OSCMENT-25,OSCMENT-29,OSCMENT-30,OSCMENT-55,OSCMENT-5523,OSCMENT-5524,OSCMENT-5525,OSCMENT-7652"
preALP,2021-01-01,OSCMENT-14604,OneSCM Enterprise,Defect,Reviewed,12.0,"OSCMENT-10445,OSCMENT-10447,OSCMENT-10449,OSCMENT-10452,OSCMENT-25,OSCMENT-29,OSCMENT-30,OSCMENT-55,OSCMENT-5523,OSCMENT-5524,OSCMENT-5525,OSCMENT-7652"
preALP,2021-01-01,OSCMENT-13903,OneSCM Enterprise,Defect,In Code Review,,The issue has no Functional Area affected
preALP,2021-01-01,OSCMENT-13503,OneSCM Enterprise,Customer Defect,Release pending,1.0,OSCMENT-13732
preALP,2021-01-01,OSCMENT-12515,OneSCM Enterprise,Defect,Release pending,2.0,"OSCMENT-10509,OSCMENT-13396"
preALP,2021-01-01,OSCMENT-12513,OneSCM Enterprise,Defect,Release pending,2.0,"OSCMENT-10509,OSCMENT-13215"
preALP,2021-01-01,OSCMENT-12498,OneSCM Enterprise,Defect,In Code Review,,
preALP,2021-01-01,OSCMENT-12341,OneSCM Enterprise,Defect,Release pending,3.0,"OSCMENT-12064,OSCMENT-12070,OSCMENT-12228"
preALP,2021-01-01,OSCMENT-12226,OneSCM Enterprise,Defect,Release pending,11.0,"OSCMENT-16028,OSCMENT-5545,OSCMENT-5546,OSCMENT-5547,OSCMENT-57,OSCMENT-5964,OSCMENT-68,OSCMENT-69,OSCMENT-73,OSCMENT-74,OSCMENT-75"
preALP,2021-01-01,OSCMENT-9101,OneSCM Enterprise,Defect,Release pending,11.0,"OSCMENT-16028,OSCMENT-5545,OSCMENT-5546,OSCMENT-5547,OSCMENT-57,OSCMENT-5964,OSCMENT-68,OSCMENT-69,OSCMENT-73,OSCMENT-74,OSCMENT-75"
preALP,2021-01-01,OSCMENT-8784,OneSCM Enterprise,Defect,Release pending,7.0,"OSCMENT-6038,OSCMENT-6623,OSCMENT-6963,OSCMENT-7322,OSCMENT-7326,OSCMENT-7328,OSCMENT-9611"
preALP,2021-01-01,OSCMENT-8719,OneSCM Enterprise,Defect,Release pending,11.0,"OSCMENT-16028,OSCMENT-5545,OSCMENT-5546,OSCMENT-5547,OSCMENT-57,OSCMENT-5964,OSCMENT-68,OSCMENT-69,OSCMENT-73,OSCMENT-74,OSCMENT-75"
preALP,2021-01-01,OSCMENT-8708,OneSCM Enterprise,Defect,Release pending,11.0,"OSCMENT-16028,OSCMENT-5545,OSCMENT-5546,OSCMENT-5547,OSCMENT-57,OSCMENT-5964,OSCMENT-68,OSCMENT-69,OSCMENT-73,OSCMENT-74,OSCMENT-75"
preALP,2021-01-01,OSCMENT-8707,OneSCM Enterprise,Defect,Release pending,11.0,"OSCMENT-16028,OSCMENT-5545,OSCMENT-5546,OSCMENT-5547,OSCMENT-57,OSCMENT-5964,OSCMENT-68,OSCMENT-69,OSCMENT-73,OSCMENT-74,OSCMENT-75"
preALP,2021-01-01,OSCMENT-8706,OneSCM Enterprise,Defect,Release pending,11.0,"OSCMENT-16028,OSCMENT-5545,OSCMENT-5546,OSCMENT-5547,OSCMENT-57,OSCMENT-5964,OSCMENT-68,OSCMENT-69,OSCMENT-73,OSCMENT-74,OSCMENT-75"
preALP,2021-01-01,OSCMENT-8705,OneSCM Enterprise,Defect,Release pending,11.0,"OSCMENT-16028,OSCMENT-5545,OSCMENT-5546,OSCMENT-5547,OSCMENT-57,OSCMENT-5964,OSCMENT-68,OSCMENT-69,OSCMENT-73,OSCMENT-74,OSCMENT-75"
preALP,2021-01-01,OSCMENT-8703,OneSCM Enterprise,Defect,Release pending,11.0,"OSCMENT-16028,OSCMENT-5545,OSCMENT-5546,OSCMENT-5547,OSCMENT-57,OSCMENT-5964,OSCMENT-68,OSCMENT-69,OSCMENT-73,OSCMENT-74,OSCMENT-75"
preALP,2021-01-01,OSCMENT-8182,OneSCM Enterprise,Defect,In Code Review,0.0,
preALP,2021-01-01,OSCMENT-8103,OneSCM Enterprise,Defect,In Code Review,15.0,"OSCMENT-10441,OSCMENT-10447,OSCMENT-10452,OSCMENT-10577,OSCMENT-10828,OSCMENT-13215,OSCMENT-13396,OSCMENT-14116,OSCMENT-14117,OSCMENT-14118,OSCMENT-52,OSCMENT-54,OSCMENT-9724,OSCMENT-9726,OSCMENT-9728"
preALP,2021-01-01,OSCMENT-8100,OneSCM Enterprise,Defect,Release pending,11.0,"OSCMENT-16028,OSCMENT-5545,OSCMENT-5546,OSCMENT-5547,OSCMENT-57,OSCMENT-5964,OSCMENT-68,OSCMENT-69,OSCMENT-73,OSCMENT-74,OSCMENT-75"
preALP,2021-01-01,OSCMENT-7526,OneSCM Enterprise,Defect,Release pending,1.0,OSCMENT-12625
preALP,2021-01-01,OSCMENT-7450,OneSCM Enterprise,Defect,In Code Review,0.0,
preALP,2021-01-01,OSCMENT-6551,OneSCM Enterprise,Defect,Release pending,1.0,OSCMENT-15148
preALP,2021-01-01,OSCMENT-5999,OneSCM Enterprise,Defect,In Code Review,8.0,"OSCMENT-6038,OSCMENT-6623,OSCMENT-6963,OSCMENT-7322,OSCMENT-7326,OSCMENT-7328,OSCMENT-9587,OSCMENT-9611"
preALP,2021-01-01,OSCMENT-5997,OneSCM Enterprise,Defect,Release pending,10.0,"OSCMENT-5545,OSCMENT-5546,OSCMENT-5547,OSCMENT-57,OSCMENT-5964,OSCMENT-68,OSCMENT-69,OSCMENT-73,OSCMENT-74,OSCMENT-75"
preALP,2021-01-01,OSCMENT-5381,OneSCM Enterprise,Defect,Reviewed,1.0,OSCMENT-15901
preALP,2021-01-01,ONYX-13128,Onyx,Customer Defect,Release pending,1.0,ONYX-12404
preALP,2021-01-01,ONYX-12852,Onyx,Customer Defect,Release pending,0.0,
preALP,2021-01-01,ONYX-12844,Onyx,Customer Defect,Release pending,0.0,
preALP,2021-01-01,ONYX-12811,Onyx,Defect,Release pending,0.0,
preALP,2021-01-01,ONYX-11802,Onyx,Customer Defect,Release pending,0.0,
preALP,2021-01-01,ONYX-11787,Onyx,Customer Defect,Release pending,0.0,
preALP,2021-01-01,ONYX-11683,Onyx,Customer Defect,Release pending,0.0,
preALP,2021-01-01,ONYX-11604,Onyx,Customer Defect,Release pending,0.0,
preALP,2021-01-01,ONYX-11600,Onyx,Customer Defect,Release pending,0.0,
preALP,2021-01-01,ONYX-11272,Onyx,Customer Defect,Release pending,0.0,
preALP,2021-01-01,NORTHP-25911,Northplains-Telescope,Defect,Release pending,4.0,"NORTHP-15788,NORTHP-18644,NORTHP-21509,NORTHP-22075"
preALP,2021-01-01,NORTHP-25537,Northplains-Telescope,Defect,Release pending,9.0,"NORTHP-105,NORTHP-128,NORTHP-133,NORTHP-15788,NORTHP-16754,NORTHP-16890,NORTHP-16920,NORTHP-20859,NORTHP-80"
preALP,2021-01-01,NORTHP-25121,Northplains-Telescope,Defect,Release pending,3.0,"NORTHP-15788,NORTHP-25434,NORTHP-99"
preALP,2021-01-01,NORTHP-25005,Northplains-Telescope,Defect,Release pending,1.0,NORTHP-23917
preALP,2021-01-01,NORTHP-24945,Northplains-Telescope,Defect,Release pending,5.0,"NORTHP-15788,NORTHP-17819,NORTHP-19467,NORTHP-22103,NORTHP-99"
preALP,2021-01-01,NORTHP-23943,Northplains-Telescope,Defect,Release pending,11.0,"NORTHP-125,NORTHP-15787,NORTHP-15788,NORTHP-15851,NORTHP-17969,NORTHP-18875,NORTHP-194,NORTHP-20221,NORTHP-21487,NORTHP-25986,NORTHP-99"
preALP,2021-01-01,NORTHP-23834,Northplains-Telescope,Customer Defect,Release pending,2.0,"NORTHP-19405,NORTHP-25824"
preALP,2021-01-01,NORTHP-22481,Northplains-Telescope,Defect,Release pending,6.0,"NORTHP-15788,NORTHP-16890,NORTHP-16900,NORTHP-19467,NORTHP-20395,NORTHP-99"
preALP,2021-01-01,NORTHP-20688,Northplains-Telescope,Defect,Release pending,5.0,"NORTHP-15788,NORTHP-16429,NORTHP-16547,NORTHP-16728,NORTHP-19467"
preALP,2021-01-01,NORTHP-19632,Northplains-Telescope,Customer Defect,Release pending,6.0,"NORTHP-15788,NORTHP-16287,NORTHP-16917,NORTHP-16998,NORTHP-23706,NORTHP-23707"
preALP,2021-01-01,NORTHP-19456,Northplains-Telescope,Defect,Release pending,3.0,"NORTHP-15788,NORTHP-21477,NORTHP-21508"
preALP,2021-01-01,NORTHP-17676,Northplains-Telescope,Customer Defect,Release pending,3.0,"NORTHP-15788,NORTHP-25434,NORTHP-99"
preALP,2021-01-01,NORTHP-16872,Northplains-Telescope,Defect,Release pending,1.0,NORTHP-19405
preALP,2021-01-01,MOBINST-15293,Mobilogy - Instore,Customer Defect,Reviewed,1.0,MOBINST-15313
preALP,2021-01-01,MOBINST-15239,Mobilogy - Instore,Customer Defect,Release pending,0.0,
preALP,2021-01-01,MOBINST-12855,Mobilogy - Instore,Customer Defect,Release pending,0.0,
preALP,2021-01-01,MOAFCID-42684,M1.AlertFind,Customer Defect,In Code Review,,
preALP,2021-01-01,MOAFCID-40488,M1.AlertFind,Defect,Release pending,0.0,
preALP,2021-01-01,MANUSCRIPT-42723,MANUSCRIPT,Customer Defect,Release pending,1.0,MANUSCRIPT-68
preALP,2021-01-01,MANUSCRIPT-42411,MANUSCRIPT,Customer Defect,Release pending,0.0,
preALP,2021-01-01,MANUSCRIPT-41873,MANUSCRIPT,Defect,In Code Review,,
preALP,2021-01-01,MANUSCRIPT-41268,MANUSCRIPT,Customer Defect,Release pending,0.0,
preALP,2021-01-01,MANUSCRIPT-41254,MANUSCRIPT,Customer Defect,Release pending,0.0,
preALP,2021-01-01,MANUSCRIPT-40979,MANUSCRIPT,Defect,Release pending,0.0,
preALP,2021-01-01,MANUSCRIPT-40052,MANUSCRIPT,Defect,Release pending,0.0,
preALP,2021-01-01,MANUSCRIPT-35420,MANUSCRIPT,Customer Defect,Release pending,0.0,
preALP,2021-01-01,KNOV-4017,Knova,Customer Defect,In Code Review,,The issue has no Functional Area affected
preALP,2021-01-01,KAYAKOC-20735,Kayako Classic,Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKOC-20420,Kayako Classic,Customer Defect,In Code Review,,
preALP,2021-01-01,KAYAKOC-19644,Kayako Classic,Customer Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKOC-18658,Kayako Classic,Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKOC-18472,Kayako Classic,Customer Defect,In Code Review,,The issue has no Functional Area affected
preALP,2021-01-01,KAYAKOC-16436,Kayako Classic,Defect,Release pending,2.0,"KAYAKOC-1004,KAYAKOC-15699"
preALP,2021-01-01,KAYAKOC-15448,Kayako Classic,Customer Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKOC-14553,Kayako Classic,Customer Defect,Reviewed,13.0,"KAYAKOC-19120,KAYAKOC-193,KAYAKOC-194,KAYAKOC-203,KAYAKOC-212,KAYAKOC-214,KAYAKOC-220,KAYAKOC-226,KAYAKOC-227,KAYAKOC-7776,KAYAKOC-921,KAYAKOC-956,KAYAKOC-957"
preALP,2021-01-01,KAYAKOC-13909,Kayako Classic,Customer Defect,In Code Review,,The issue has no Functional Area affected
preALP,2021-01-01,KAYAKOC-13678,Kayako Classic,Defect,Reviewed,,The issue has no Functional Area affected
preALP,2021-01-01,KAYAKOC-11827,Kayako Classic,Customer Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKOC-9377,Kayako Classic,Defect,Release pending,12.0,"KAYAKOC-193,KAYAKOC-194,KAYAKOC-203,KAYAKOC-212,KAYAKOC-214,KAYAKOC-220,KAYAKOC-226,KAYAKOC-227,KAYAKOC-7776,KAYAKOC-921,KAYAKOC-956,KAYAKOC-957"
preALP,2021-01-01,KAYAKOC-7883,Kayako Classic,Defect,Reviewed,,The issue has no Functional Area affected
preALP,2021-01-01,KAYAKO-29670,Kayako TNK,Customer Defect,Reviewed,1.0,KAYAKO-1355
preALP,2021-01-01,KAYAKO-29604,Kayako TNK,Customer Defect,In Code Review,,
preALP,2021-01-01,KAYAKO-29552,Kayako TNK,Customer Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-29472,Kayako TNK,Customer Defect,In Code Review,,
preALP,2021-01-01,KAYAKO-29328,Kayako TNK,Customer Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-29157,Kayako TNK,Customer Defect,Release pending,4.0,"KAYAKO-18560,KAYAKO-20536,KAYAKO-23526,KAYAKO-27388"
preALP,2021-01-01,KAYAKO-28839,Kayako TNK,Customer Defect,In Code Review,,
preALP,2021-01-01,KAYAKO-28830,Kayako TNK,Customer Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-28704,Kayako TNK,Customer Defect,In Code Review,,
preALP,2021-01-01,KAYAKO-28571,Kayako TNK,Customer Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-28190,Kayako TNK,Customer Defect,Release pending,1.0,KAYAKO-3812
preALP,2021-01-01,KAYAKO-28094,Kayako TNK,Customer Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-28087,Kayako TNK,Customer Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-27803,Kayako TNK,Customer Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-27758,Kayako TNK,Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-26520,Kayako TNK,Customer Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-26313,Kayako TNK,Customer Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-23521,Kayako TNK,Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-23467,Kayako TNK,Defect,Reviewed,,The issue has no Functional Area affected
preALP,2021-01-01,KAYAKO-22263,Kayako TNK,Customer Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-20168,Kayako TNK,Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-19696,Kayako TNK,Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-19693,Kayako TNK,Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-19636,Kayako TNK,Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-19635,Kayako TNK,Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-19634,Kayako TNK,Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-19152,Kayako TNK,Customer Defect,Release pending,1.0,KAYAKO-2581
preALP,2021-01-01,KAYAKO-18950,Kayako TNK,Customer Defect,Release pending,1.0,KAYAKO-20526
preALP,2021-01-01,KAYAKO-18018,Kayako TNK,Customer Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-17788,Kayako TNK,Customer Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-17713,Kayako TNK,Customer Defect,Release pending,1.0,KAYAKO-20526
preALP,2021-01-01,KAYAKO-17707,Kayako TNK,Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-15322,Kayako TNK,Defect,Release pending,2.0,"KAYAKO-10174,KAYAKO-17687"
preALP,2021-01-01,KAYAKO-15285,Kayako TNK,Defect,Release pending,2.0,"KAYAKO-18406,KAYAKO-5049"
preALP,2021-01-01,KAYAKO-14832,Kayako TNK,Customer Defect,Release pending,1.0,KAYAKO-16411
preALP,2021-01-01,KAYAKO-14684,Kayako TNK,Customer Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-14385,Kayako TNK,Defect,Release pending,1.0,KAYAKO-19272
preALP,2021-01-01,KAYAKO-8476,Kayako TNK,Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-6483,Kayako TNK,Defect,Release pending,0.0,
preALP,2021-01-01,KAYAKO-4517,Kayako TNK,Defect,Reviewed,,The issue has no Functional Area affected
preALP,2021-01-01,JVSRCH-9857,Jive Search,Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JCLDALL-16223, JCLDALL-16278, JCLDALL-25009, JCLDALL-25488, JCLDALL-320, JCLDALL-37607, JCLDALL-39015, JCLDALL-40057, JCLDALL-40327, JCLDALL-40621, JCLDALL-40775, JCLDALL-41753, JCLDALL-41757 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,2021-01-01,JVHOPST-48018,Jive HOP Standard,Customer Defect,Reviewed,2.0,"JVHOPST-40677,JVHOPST-48150"
preALP,2021-01-01,JVHOPST-47948,Jive HOP Standard,Customer Defect,Reviewed,1.0,JVHOPST-48007
preALP,2021-01-01,JVHOPST-47692,Jive HOP Standard,Customer Defect,Reviewed,1.0,JVHOPST-47765
preALP,2021-01-01,JVHOPST-47669,Jive HOP Standard,Customer Defect,Reviewed,1.0,JVHOPST-47884
preALP,2021-01-01,JVHOPST-47498,Jive HOP Standard,Customer Defect,Reviewed,1.0,JVHOPST-40677
preALP,2021-01-01,JVHOPST-46453,Jive HOP Standard,Customer Defect,Reviewed,1.0,JVHOPST-48525
preALP,2021-01-01,JVHOPST-40653,Jive HOP Standard,Customer Defect,Reviewed,1.0,JVHOPST-46448
preALP,2021-01-01,JVHOPST-40532,Jive HOP Standard,Customer Defect,Reviewed,1.0,JVHOPST-47909
preALP,2021-01-01,JVHOPST-40372,Jive HOP Standard,Customer Defect,Reviewed,2.0,"JVHOPST-43274,JVHOPST-46969"
preALP,2021-01-01,JVHOPST-40291,Jive HOP Standard,Customer Defect,Reviewed,1.0,JVHOPST-47547
preALP,2021-01-01,JVHOPST-39327,Jive HOP Standard,Customer Defect,Release pending,2.0,"JVHOPST-17830,JVHOPST-41963"
preALP,2021-01-01,JVHOPST-36020,Jive HOP Standard,Customer Defect,Reviewed,1.0,JVHOPST-47379
preALP,2021-01-01,JVHOPST-35528,Jive HOP Standard,Customer Defect,Reviewed,1.0,JVHOPST-46632
preALP,2021-01-01,JVHOPST-34579,Jive HOP Standard,Customer Defect,Reviewed,1.0,JVHOPST-46969
preALP,2021-01-01,JVHOPST-22331,Jive HOP Standard,Defect,Reviewed,2.0,"JVHOPST-11854,JVHOPST-46680"
preALP,2021-01-01,JVHOPST-22220,Jive HOP Standard,Customer Defect,Reviewed,1.0,JVHOPST-47980
preALP,2021-01-01,JVHOPST-16311,Jive HOP Standard,Customer Defect,Reviewed,1.0,JVHOPST-47209
preALP,2021-01-01,JVHOPST-14069,Jive HOP Standard,Customer Defect,Reviewed,1.0,JVHOPST-48031
preALP,2021-01-01,JVHOPDH-3791,Jive Daily Hosted,Defect,Reviewed,28.0,"JVHOPDH-1014,JVHOPDH-3401,JVHOPDH-3418,JVHOPDH-472,JVHOPDH-4814,JVHOPDH-502,JVHOPDH-504,JVHOPDH-507,JVHOPDH-515,JVHOPDH-522,JVHOPDH-5397,JVHOPDH-5404,JVHOPDH-552,JVHOPDH-559,JVHOPDH-562,JVHOPDH-586,JVHOPDH-593,JVHOPDH-604,JVHOPDH-659,JVHOPDH-666,JVHOPDH-696,JVHOPDH-750,JVHOPDH-787,JVHOPDH-851,JVHOPDH-855,JVHOPDH-923,JVHOPDH-930,JVHOPDH-941"
preALP,2021-01-01,JVHOPDH-2470,Jive Daily Hosted,Defect,Release pending,0.0,
preALP,2021-01-01,JVFINTG-9640,Jive Integrations Framework,Customer Defect,Release pending,2.0,"JVFINTG-4570,JVFINTG-9816"
preALP,2021-01-01,JVFINTG-9371,Jive Integrations Framework,Customer Defect,Release pending,8.0,"JVFINTG-4472,JVFINTG-4480,JVFINTG-4482,JVFINTG-4484,JVFINTG-4486,JVFINTG-4570,JVFINTG-8039,JVFINTG-9615"
preALP,2021-01-01,JVFINTG-8456,Jive Integrations Framework,Defect,Release pending,0.0,
preALP,2021-01-01,JVFINTG-8373,Jive Integrations Framework,Customer Defect,Release pending,13.0,"JVFINTG-4432,JVFINTG-4434,JVFINTG-4435,JVFINTG-4437,JVFINTG-4446,JVFINTG-4447,JVFINTG-4448,JVFINTG-4449,JVFINTG-4450,JVFINTG-4454,JVFINTG-4510,JVFINTG-7482,JVFINTG-8628"
preALP,2021-01-01,JVFINTG-3771,Jive Integrations Framework,Defect,Release pending,3.0,"JVFINTG-3713,JVFINTG-5164,JVFINTG-8038"
preALP,2021-01-01,JVFINTG-3363,Jive Integrations Framework,Defect,Release pending,2.0,"JVFINTG-3410,JVFINTG-3448"
preALP,2021-01-01,JVCLD-106324,Jive Cloud,Defect,Release pending,0.0,
preALP,2021-01-01,JVCLD-106260,Jive Cloud,Customer Defect,Release pending,0.0,
preALP,2021-01-01,JVCLD-106026,Jive Cloud,Customer Defect,Release pending,5.0,"JVCLD-107790,JVCLD-41047,JVCLD-47510,JVCLD-62483,JVCLD-72329"
preALP,2021-01-01,JVCLD-105937,Jive Cloud,Customer Defect,Release pending,1.0,JVCLD-49048
preALP,2021-01-01,JVCLD-104609,Jive Cloud,Customer Defect,In Code Review,,
preALP,2021-01-01,JVCLD-104491,Jive Cloud,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,JVCLD-103559,Jive Cloud,Customer Defect,Release pending,0.0,
preALP,2021-01-01,JVCLD-101852,Jive Cloud,Customer Defect,Release pending,0.0,
preALP,2021-01-01,JVCLD-101707,Jive Cloud,Customer Defect,Release pending,0.0,
preALP,2021-01-01,JVCLD-101062,Jive Cloud,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,JVCLD-101047,Jive Cloud,Customer Defect,Release pending,0.0,
preALP,2021-01-01,JVCLD-97729,Jive Cloud,Customer Defect,Release pending,0.0,
preALP,2021-01-01,JVCLD-95893,Jive Cloud,Customer Defect,Release pending,0.0,
preALP,2021-01-01,JVCLD-92672,Jive Cloud,Customer Defect,Release pending,4.0,"JVCLD-40767,JVCLD-48959,JVCLD-62580,JVCLD-92837"
preALP,2021-01-01,JVCLD-92391,Jive Cloud,Defect,Release pending,1.0,JVCLD-49048
preALP,2021-01-01,JVCLD-92055,Jive Cloud,Customer Defect,In Code Review,,
preALP,2021-01-01,JVCLD-91725,Jive Cloud,Customer Defect,Release pending,0.0,
preALP,2021-01-01,JVCLD-91707,Jive Cloud,Customer Defect,Release pending,1.0,JVCLD-60649
preALP,2021-01-01,JVCLD-89127,Jive Cloud,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,JVCLD-88892,Jive Cloud,Customer Defect,Release pending,0.0,
preALP,2021-01-01,JVCLD-86223,Jive Cloud,Customer Defect,Release pending,0.0,
preALP,2021-01-01,JVCLD-84719,Jive Cloud,Customer Defect,Release pending,1.0,JVCLD-60649
preALP,2021-01-01,JVCLD-84651,Jive Cloud,Customer Defect,Release pending,0.0,
preALP,2021-01-01,JVCLD-84608,Jive Cloud,Customer Defect,Release pending,0.0,
